Date,Product_ID,Quantity_Sold,Price,Revenue,Holiday,Promotion,Economic_Indicator,Competitor_Price,Marketing_Expenditure,Month,Year,Week
2019-01-01,P001,65,27.84745251445296,1810.0844134394424,1,0,0.9791459763951768,27.222684575510197,2732.4631514456314,1,2019,1
2019-01-01,P002,67,74.20657078813802,4971.840242805248,1,0,1.0090358839516418,79.85756482219516,3049.9737830666595,1,2019,1
2019-01-01,P003,61,12.590628158362566,768.0283176601165,1,0,0.9495845019567036,12.540243639831498,3569.035746020682,1,2019,1
2019-01-02,P001,69,72.6327444883071,5011.65936969319,1,0,0.9937577161401704,74.97192147242961,1460.3447583574382,1,2019,1
2019-01-02,P002,77,28.767580926957265,2215.103731375709,1,0,1.0710222717211255,31.62166450108784,3547.491488711072,1,2019,1
2019-01-02,P003,63,46.749798919690086,2945.2373319404755,1,0,1.005418567665434,50.34040565333693,2295.325233224856,1,2019,1
2019-01-03,P001,78,46.42095820933099,3620.834740327817,1,0,1.0368970307784071,49.54501509779283,1872.6875191950603,1,2019,1
2019-01-03,P002,65,39.26334628749251,2552.117508687013,1,0,1.0507065401768572,39.397022476969305,3215.233474141407,1,2019,1
2019-01-03,P003,89,26.53949147117856,2362.014740934892,1,1,1.0196684918925203,24.333010321259717,1560.282079267483,1,2019,1
2019-01-04,P001,73,20.418493500120764,1490.5500255088157,1,0,1.0133925879761712,19.80994590398173,4330.301923646821,1,2019,1
2019-01-04,P002,74,21.40669198808292,1584.095207118136,1,0,0.963111761104226,22.876289620359305,4103.448206107874,1,2019,1
2019-01-04,P003,68,49.20714969457608,3346.086179231173,1,0,0.9030543619359664,48.43557599134014,1323.2123618271944,1,2019,1
2019-01-05,P001,63,81.59805327133733,5140.677356094252,1,0,1.0247737639850345,78.43995383259221,1595.9005832020398,1,2019,1
2019-01-05,P002,70,25.51603845163529,1786.12269161447,1,0,0.963993056662614,25.499333489620614,1323.83642833976,1,2019,1
2019-01-05,P003,70,71.97032912847118,5037.923038992983,1,0,0.9547726584110248,72.83513520398928,2014.5529151971848,1,2019,1
2019-01-06,P001,70,78.5990407486795,5501.9328524075645,1,1,0.9527103760952068,71.57088842654835,4496.519520951046,1,2019,1
2019-01-06,P002,62,94.05016363632298,5831.110145452025,1,1,0.992460712851971,91.12201998615932,2849.5454351008857,1,2019,1
2019-01-06,P003,65,99.54199025357384,6470.2293664823,1,0,1.018681304305266,97.4759242316363,3000.6738269482307,1,2019,1
2019-01-07,P001,82,35.78286423645842,2934.194867389591,1,0,0.9045487033897706,34.734051295489614,3631.105522792456,1,2019,2
2019-01-07,P002,71,24.64804119317612,1750.0109247155044,1,0,0.979792761236802,24.38606999286591,4771.152045855899,1,2019,2
2019-01-07,P003,81,44.22268834070141,3582.0377555968143,1,0,1.0627779507083128,43.48596779374299,3679.502670565991,1,2019,2
2019-01-08,P001,82,53.2690107279747,4368.0588796939255,1,0,1.001922797920737,53.94195675619271,4353.580161345253,1,2019,2
2019-01-08,P002,68,82.08519543272072,5581.793289425009,1,1,0.9486772218876428,79.05642144268818,3251.051426985571,1,2019,2
2019-01-08,P003,74,33.330526229471175,2466.458940980867,1,0,0.9264640943354704,36.36760898980353,3395.216670644544,1,2019,2
2019-01-09,P001,65,84.63981288435797,5501.587837483267,1,0,0.9443029464520006,79.74131757195717,3425.0634436552127,1,2019,2
2019-01-09,P002,73,94.43438634548112,6893.710203220123,1,0,1.0681283519941125,91.35489241023672,4436.542802263891,1,2019,2
2019-01-09,P003,67,59.491776097918624,3985.948998560548,1,0,1.026662307868127,65.22418188067145,1831.66141960388,1,2019,2
2019-01-10,P001,73,82.8009169953458,6044.466940660243,1,0,1.0415682703649958,83.34897990599669,3181.854505190118,1,2019,2
2019-01-10,P002,89,79.16009384281217,7045.248352010283,1,0,1.0821210768900968,85.8985732447313,2735.0387036480183,1,2019,2
2019-01-10,P003,66,80.19631322151251,5292.956672619825,1,0,0.991012211452612,72.88309587680043,1229.5555179121416,1,2019,2
2019-01-11,P001,75,45.29229708236947,3396.9222811777104,1,0,1.0226925993944007,46.26959098091647,2996.9742180680523,1,2019,2
2019-01-11,P002,63,87.05502289988836,5484.466442692967,1,0,1.057083051266501,86.27237564119736,1383.5832096999802,1,2019,2
2019-01-11,P003,76,41.82863255234278,3178.9760739780518,1,0,1.0164896229296911,44.229348266210565,4429.977791001252,1,2019,2
2019-01-12,P001,70,81.79823084528057,5725.87615916964,1,0,0.9633488667157204,80.4962425944703,3780.583433732145,1,2019,2
2019-01-12,P002,72,39.21299757648843,2823.335825507167,1,0,0.9803484954178364,38.22064677040951,3577.744691874548,1,2019,2
2019-01-12,P003,79,29.236531665288226,2309.68600155777,1,0,0.9972990305622396,29.967637680214327,2088.6476126568687,1,2019,2
2019-01-13,P001,79,82.32557890146974,6503.72073321611,1,0,1.0243767312269745,85.91388422459237,4890.916489212614,1,2019,2
2019-01-13,P002,74,70.78260797729567,5237.912990319879,1,0,0.9409932703720304,72.53758852315131,3195.395317271795,1,2019,2
2019-01-13,P003,76,24.664403040154397,1874.494631051734,1,0,0.9954996471739602,22.845529230945427,3999.25490796694,1,2019,2
2019-01-14,P001,82,27.29767947461676,2238.4097169185743,1,0,0.9728981898316782,27.109363769118666,1132.8571013398937,1,2019,3
2019-01-14,P002,84,25.843699334849443,2170.870744127353,1,0,1.062422031507348,26.431043922823875,1830.8982013629773,1,2019,3
2019-01-14,P003,72,91.84343475688038,6612.727302495387,1,0,0.9785230787964128,91.38143344316748,1281.0635265815376,1,2019,3
2019-01-15,P001,74,69.73262202818253,5160.214030085507,1,0,1.0673634152998666,67.35465363645984,4946.956465300212,1,2019,3
2019-01-15,P002,60,95.4698690664018,5728.192143984108,1,0,0.9613560448936124,99.9327188986158,2041.0633083278424,1,2019,3
2019-01-15,P003,80,15.773746261765773,1261.899700941262,1,0,0.9966746150081832,15.894460323638071,1244.222818612108,1,2019,3
2019-01-16,P001,63,54.63682535053185,3442.1199970835064,1,0,1.0094563277775084,58.903498716326695,2835.1482830943405,1,2019,3
2019-01-16,P002,68,82.0410301151398,5578.790047829507,1,0,1.100063370487461,76.70550911574821,3506.209989884353,1,2019,3
2019-01-16,P003,77,74.94696980627639,5770.916675083282,1,1,1.0247350237022046,76.16655235024034,3966.314008562307,1,2019,3
2019-01-17,P001,68,52.29689569516195,3556.188907271013,1,0,0.9818428357063096,54.19490934246556,3102.010280612613,1,2019,3
2019-01-17,P002,64,45.50920232589946,2912.5889488575654,1,0,1.0168475286389205,41.8143499752479,4725.5195714002975,1,2019,3
2019-01-17,P003,80,56.480252106913646,4518.420168553092,1,0,1.0857807962865105,53.86879293857199,4464.975344488461,1,2019,3
2019-01-18,P001,69,29.44337248712597,2031.592701611692,1,0,0.959243228302183,31.74200449642989,2012.306006731263,1,2019,3
2019-01-18,P002,68,87.27568550508377,5934.746614345697,1,0,1.0885103619095706,93.45060186889194,3913.383271837063,1,2019,3
2019-01-18,P003,64,66.96806485420032,4285.956150668821,1,0,0.9815687434092628,73.465175569261,4920.176997310532,1,2019,3
2019-01-19,P001,72,93.63001639892089,6741.361180722302,1,0,1.0239819765006148,98.64527057498177,1658.8392416314828,1,2019,3
2019-01-19,P002,65,13.502459837965857,877.6598894677805,1,0,0.940733213344588,13.364651474042349,4817.3008532579015,1,2019,3
2019-01-19,P003,73,61.639854462801296,4499.709375784495,1,0,1.0185080945055096,58.77408955863698,3662.20302661768,1,2019,3
2019-01-20,P001,74,11.47542062265045,849.1811260761333,1,0,1.0454359146376209,12.176494197940084,2815.7949207247125,1,2019,3
2019-01-20,P002,65,65.32691185084515,4246.249270304935,1,0,1.1666482107442695,69.90380311575156,3602.5174881123303,1,2019,3
2019-01-20,P003,76,34.70331701587315,2637.452093206359,1,0,1.0811278438189766,36.171311379348296,2108.506101346441,1,2019,3
2019-01-21,P001,86,74.61123386334022,6416.566112247258,1,0,0.9454408747699844,80.76447154269422,2879.983364545069,1,2019,4
2019-01-21,P002,67,18.11171314715122,1213.484780859132,1,0,1.0528140995490534,19.860606303973483,1586.8989423773633,1,2019,4
2019-01-21,P003,75,83.90741166786304,6293.055875089728,1,0,1.056136335747589,80.4417424514559,1032.8360263273332,1,2019,4
2019-01-22,P001,71,99.44883730999238,7060.867449009459,1,0,0.9261707281795458,104.35574337833644,3191.297249825668,1,2019,4
2019-01-22,P002,62,57.32015164088234,3553.849401734705,1,0,0.922942967617143,57.36726452903736,3833.443035816677,1,2019,4
2019-01-22,P003,65,11.692385194481336,760.0050376412868,1,0,1.0603718706293137,12.410885311498564,4272.337223365427,1,2019,4
2019-01-23,P001,86,25.215675098061062,2168.5480584332518,1,0,0.96578080575831,24.51626609173062,3616.014246203499,1,2019,4
2019-01-23,P002,77,88.32607529845573,6801.107797981092,1,0,1.0287303563520578,96.41207680548256,1214.6298177620415,1,2019,4
2019-01-23,P003,82,41.92210744182083,3437.612810229308,1,0,1.0539932887631394,43.34144717790471,3281.22269212517,1,2019,4
2019-01-24,P001,82,29.64757370296892,2431.1010436434512,1,0,1.0006273004727246,26.949938923065663,2904.4164359763963,1,2019,4
2019-01-24,P002,74,61.00683828453006,4514.506033055224,1,0,1.0043451783257682,66.82205469081693,4904.002973006312,1,2019,4
2019-01-24,P003,62,60.151493715508536,3729.3926103615295,1,0,0.9472440600460096,64.22587250773871,4841.565337939288,1,2019,4
2019-01-25,P001,74,50.460013270884176,3734.040982045429,1,0,1.0419130011863096,52.78816098599574,1903.8628382401432,1,2019,4
2019-01-25,P002,71,98.16689364903937,6969.849449081795,1,0,1.0291860843114216,104.90864837928702,2828.1266768777887,1,2019,4
2019-01-25,P003,67,71.3060084538193,4777.502566405893,1,0,1.0528895232291646,78.02336177115495,2332.769020413976,1,2019,4
2019-01-26,P001,75,53.31958362347384,3998.968771760538,1,0,0.9877919422892322,48.255606423644586,4915.277512971072,1,2019,4
2019-01-26,P002,70,74.4140668036757,5208.984676257299,1,0,1.05094472562796,74.2909932972045,1642.3163165690066,1,2019,4
2019-01-26,P003,82,16.19589377337324,1328.0632894166056,1,0,0.9252022785396355,17.748111111728516,3716.94259988038,1,2019,4
2019-01-27,P001,82,15.834138328365672,1298.3993429259851,1,0,1.0104471943028015,16.373470134907407,1200.131462458638,1,2019,4
2019-01-27,P002,55,65.84199529806043,3621.3097413933233,1,1,0.9856320112528824,64.41916322091552,3549.965218605138,1,2019,4
2019-01-27,P003,69,81.93501689214445,5653.516165557967,1,0,0.9676503591085268,79.45344623240123,3931.017416959437,1,2019,4
2019-01-28,P001,82,98.32559951804352,8062.699160479569,1,0,1.0593375758411967,103.28540380594052,1467.9092899219904,1,2019,5
2019-01-28,P002,81,47.73344190034852,3866.40879392823,1,0,0.9097572333740276,43.421380532267584,4611.857134792412,1,2019,5
2019-01-28,P003,70,78.12869061846659,5469.008343292661,1,0,0.9404626188349254,79.82407030195772,2416.998998316205,1,2019,5
2019-01-29,P001,88,75.20683430944598,6618.201419231246,1,0,0.9666844126610892,73.31215341449129,1975.0309341019035,1,2019,5
2019-01-29,P002,74,71.93336359398486,5323.06890595488,1,0,0.9775242410268514,65.65841523707755,1148.0061339295485,1,2019,5
2019-01-29,P003,67,30.6468228304245,2053.3371296384416,1,0,0.8848733204722539,28.082979312737592,2561.6631799918005,1,2019,5
2019-01-30,P001,75,25.089332317924068,1881.6999238443047,1,1,1.0782939894783174,25.161070146886424,3206.1599853587804,1,2019,5
2019-01-30,P002,76,73.35594101839109,5575.051517397723,1,0,1.0111526448055372,71.38315297336635,3582.391136117549,1,2019,5
2019-01-30,P003,53,98.069003007644,5197.657159405131,1,0,1.12309466994137,107.70185773481651,2133.053678715008,1,2019,5
2019-01-31,P001,72,86.86028228490476,6253.940324513143,1,0,1.0253535150594626,87.62469760337552,4670.308801553209,1,2019,5
2019-01-31,P002,64,11.1137497025849,711.2799809654335,1,0,1.0300207243816766,10.728666047757969,3019.250109285528,1,2019,5
2019-01-31,P003,67,18.71023545709569,1253.585775625411,1,0,0.9796925966883756,18.356384041743627,3263.6431644671684,1,2019,5
2019-02-01,P001,93,97.8430058473336,9099.399543802025,0,0,1.098045507282522,106.16906278209444,2996.439022171709,2,2019,5
2019-02-01,P002,108,63.82698661639459,6893.314554570616,0,0,0.9495594955399324,67.4665846221723,2140.360634072216,2,2019,5
2019-02-01,P003,106,64.6773695961953,6855.801177196702,0,0,1.0171464122656018,67.92982469897342,4217.254037765812,2,2019,5
2019-02-02,P001,106,13.591473145349354,1440.6961534070315,0,1,1.0239326354589706,13.799357544907489,1182.3582484467647,2,2019,5
2019-02-02,P002,116,42.896821932988495,4976.031344226665,0,0,0.985353756750739,46.698717957946656,1875.084317690313,2,2019,5
2019-02-02,P003,114,38.27189622507736,4362.996169658819,0,0,0.9362452853910036,37.75050197690491,2599.5212611954,2,2019,5
2019-02-03,P001,97,52.56057593525178,5098.375865719423,0,0,0.9830809459027212,49.18560099172261,2807.6577094405848,2,2019,5
2019-02-03,P002,112,74.19264766672647,8309.576538673366,0,1,1.0905121362306427,78.51460313722932,3860.4577927802593,2,2019,5
2019-02-03,P003,107,12.112445474801843,1296.0316658037975,0,0,0.98922578977545,12.884527492388097,1346.921422049316,2,2019,5
2019-02-04,P001,84,70.57259972956469,5928.098377283433,0,0,1.0852601463639804,70.54946690365729,4754.366899761533,2,2019,6
2019-02-04,P002,86,24.32380466742383,2091.847201398449,0,0,1.079009326701854,25.54389975260024,4373.098992164662,2,2019,6
2019-02-04,P003,108,67.13573545000119,7250.659428600129,0,0,0.9357214272430652,72.96254430674404,4323.65675077764,2,2019,6
2019-02-05,P001,127,64.2382192317401,8158.253842430993,0,0,1.0173027192163573,67.06695343012713,4339.630154556196,2,2019,6
2019-02-05,P002,101,42.74461838412424,4317.206456796549,0,0,0.8961817074622449,41.567789354051065,1626.921291365698,2,2019,6
2019-02-05,P003,94,52.81622769925764,4964.725403730218,0,0,1.0491883524171617,56.16023265535829,4886.718190333899,2,2019,6
2019-02-06,P001,118,43.8361799719202,5172.669236686584,0,0,0.9917611164029873,47.099883234912326,1627.6298693823069,2,2019,6
2019-02-06,P002,112,55.182779406322105,6180.471293508076,0,0,1.0562695924281595,59.2504663518209,3337.6933581524745,2,2019,6
2019-02-06,P003,99,29.934722703091747,2963.537547606083,0,0,0.8946898803250818,32.81552338082938,2759.736324054161,2,2019,6
2019-02-07,P001,111,80.9678271876405,8987.428817828095,0,0,0.9994892774830144,76.09563025077948,3381.127642442251,2,2019,6
2019-02-07,P002,109,87.74969357948636,9564.716600164013,0,0,1.007470991208146,81.68105399792425,3672.412115842441,2,2019,6
2019-02-07,P003,129,78.21084609747702,10089.199146574536,0,0,1.0389741096239131,80.50707048304999,4009.696250952915,2,2019,6
2019-02-08,P001,102,86.65468556651024,8838.777927784044,0,0,0.989397845327878,93.99354274756315,3139.6985523995286,2,2019,6
2019-02-08,P002,96,37.17531085032695,3568.829841631388,0,0,0.9670857407641612,38.34764894335907,3255.9886503977023,2,2019,6
2019-02-08,P003,96,44.55528896517703,4277.307740656995,0,0,1.0220007262175272,45.46973408849008,2015.844008686616,2,2019,6
2019-02-09,P001,97,64.1096476736312,6218.635824342226,0,1,1.0022459861977586,65.45677816284511,3759.297768880723,2,2019,6
2019-02-09,P002,108,72.38161026413992,7817.213908527112,0,0,0.99195008008287,73.77557001454886,4594.596583415167,2,2019,6
2019-02-09,P003,98,79.73512836664047,7814.042579930766,0,0,0.9827147716767842,84.35821970574226,2733.057379376494,2,2019,6
2019-02-10,P001,104,56.55732028182072,5881.961309309354,0,1,0.9742001323028868,51.36175550428796,3006.676003902066,2,2019,6
2019-02-10,P002,93,76.15281306573466,7082.211615113323,0,0,0.9900699405258796,78.87761135248381,2328.784117748213,2,2019,6
2019-02-10,P003,73,87.3687489578347,6377.918673921933,0,0,1.0019100408811374,89.9209756415165,4058.987270684445,2,2019,6
2019-02-11,P001,108,62.46820512638643,6746.566153649735,0,0,0.9527707773547252,64.62767246125831,3315.8826910229263,2,2019,7
2019-02-11,P002,90,97.41175135747318,8767.057622172586,0,0,1.0735758633986665,89.0174321533767,4113.350892491281,2,2019,7
2019-02-11,P003,114,33.3890294858563,3806.349361387618,0,0,0.9873234181432226,31.68380405303049,4556.346836290615,2,2019,7
2019-02-12,P001,90,69.53176606478715,6257.858945830843,0,0,0.9742332261241266,74.74760710033325,2860.962001126099,2,2019,7
2019-02-12,P002,93,91.222940321731,8483.733449920983,0,0,0.9758596113935396,82.68141421751817,4297.961258066865,2,2019,7
2019-02-12,P003,95,24.870888130643444,2362.734372411127,0,0,0.9355971228326622,23.11363953376908,1007.8417778827404,2,2019,7
2019-02-13,P001,111,67.33375628397414,7474.046947521129,0,0,1.0144821653533214,64.8397519041684,2659.275038597384,2,2019,7
2019-02-13,P002,102,34.862934067347965,3556.0192748694926,0,0,1.04045247536933,33.0539223511094,1932.556387399451,2,2019,7
2019-02-13,P003,122,45.280533457375256,5524.225081799781,0,0,1.0229993438348757,43.02972238179206,2077.141134485405,2,2019,7
2019-02-14,P001,108,88.15340307354145,9520.567531942475,0,0,1.0003286137670868,93.2034496734073,3472.660156102018,2,2019,7
2019-02-14,P002,100,98.02341930765,9802.341930765,0,0,0.9029664818686138,89.54345998545513,2311.207461991958,2,2019,7
2019-02-14,P003,122,62.87812698599522,7671.131492291417,0,1,1.012362518307364,60.714396163832696,2322.226063645068,2,2019,7
2019-02-15,P001,105,43.4434799877696,4561.565398715808,0,0,1.05856957130813,42.58545065904991,2170.763356434916,2,2019,7
2019-02-15,P002,111,57.88704818372839,6425.462348393851,0,0,1.020077125355936,60.45747938453617,1418.9731330401485,2,2019,7
